id_projeto;id_relacao;id_predecessor;nome_predecessor;id_sucessor;nome_sucessor;atributo_base;atributo_precedencia
31849;298004902;28798012;ELE - INFRA ELÉTRICA;28798013;ELE - INFRA ELÉTRICA;end_at;start
31849;298004903;29332424;EST - ESTRUTURA;28798013;ELE - INFRA ELÉTRICA;start_at;start
31849;308800092;40008741;EST - ARMAÇÃO PAREDE;28798015;ELE - INFRA ELÉTRICA;start_at;start
31849;308800076;28798015;ELE - INFRA ELÉTRICA;28798016;ELE - INFRA ELÉTRICA;end_at;start
31849;308800077;40008742;EST - ARMAÇÃO PAREDE;28798016;ELE - INFRA ELÉTRICA;start_at;start
31849;308800078;28798016;ELE - INFRA ELÉTRICA;28798017;ELE - INFRA ELÉTRICA;end_at;start
31849;308800079;40008743;EST - ARMAÇÃO PAREDE;28798017;ELE - INFRA ELÉTRICA;start_at;start
31849;308800080;28798017;ELE - INFRA ELÉTRICA;28798018;ELE - INFRA ELÉTRICA;end_at;start
31849;308800081;40008744;EST - ARMAÇÃO PAREDE;28798018;ELE - INFRA ELÉTRICA;start_at;start
33288;290736351;31910941;PRUMADA ESGOTO;31910940;PRUMADA PLUVIAL;start_at;start
33288;290736352;31910997;PRUMADA ESGOTO;31910941;PRUMADA ESGOTO;end_at;start
33288;290736353;31910955;REG - REGULARIZAÇÃO INTERNA;31910941;PRUMADA ESGOTO;end_at;start
33288;290736354;31910940;PRUMADA PLUVIAL;31910942;PRUMADA ÁGUA;start_at;start
33288;290736355;31910942;PRUMADA ÁGUA;31910943;KIT HIDRÁULICO;end_at;start
33288;290736356;31910999;KIT HIDRÁULICO;31910943;KIT HIDRÁULICO;end_at;start
33288;290785627;31910966;IMP - IMPERMEABILIZAÇÃO DE ÁREA MOLHADA;31910944;CER - REVESTIMENTO CERÂMICO APTO;end_at;start
33288;290785628;31911000;CER - REVESTIMENTO CERÂMICO APTO;31910944;CER - REVESTIMENTO CERÂMICO APTO;end_at;start
33288;290736358;31911001;PORTA MADEIRA;31910945;PORTA MADEIRA;end_at;start
33288;290736359;31910990;PINT - PINTURA INTERNA 1ª DEMÃO;31910945;PORTA MADEIRA;end_at;start
33288;290736360;31911003;RAMAL ESGOTO;31910947;RAMAL ESGOTO;end_at;start
33288;290736361;31910941;PRUMADA ESGOTO;31910947;RAMAL ESGOTO;end_at;start
33288;290736362;31910940;PRUMADA PLUVIAL;31910948;ARANHA DRENAGEM;end_at;start
33288;290736363;31911004;ARANHA DRENAGEM;31910948;ARANHA DRENAGEM;end_at;start
33288;290736364;31911006;ELE - INFRA/ENFIAÇÃO ELÉTRICA;31910949;EST - ESTRUTURA;end_at;start
33288;290736365;31910949;EST - ESTRUTURA;31910950;ELE - INFRA/ENFIAÇÃO ELÉTRICA;start_at;start
33288;290736366;32631942;SHAFTS APTO;31910953;SHAFT HALL (DRYWALL);start_at;start
33288;290736367;31910969;LIM - LIMPEZA FINAL;31910954;GAS - INFRA GÁS;start_at;start
33288;290736368;31910949;EST - ESTRUTURA;31910955;REG - REGULARIZAÇÃO INTERNA;end_at;start
33288;290736369;31911011;REG - REGULARIZAÇÃO INTERNA;31910955;REG - REGULARIZAÇÃO INTERNA;end_at;start
33288;290736370;31910955;REG - REGULARIZAÇÃO INTERNA;31910956;ELE - TESTE ENTUPIMENTO ELÉTRICO;start_at;start
33288;290736371;31911012;ELE - TESTE ENTUPIMENTO ELÉTRICO;31910956;ELE - TESTE ENTUPIMENTO ELÉTRICO;end_at;start
33288;290768087;31910971;CON - CONTRA PISO;31910958;IMP - IMPERMEABILIZAÇÃO DE SACADA/ LAJE TÉCNICA;end_at;start
33288;290768088;31911014;IMP - IMPERMEABILIZAÇÃO DE SACADA/ LAJE TÉCNICA;31910958;IMP - IMPERMEABILIZAÇÃO DE SACADA/ LAJE TÉCNICA;end_at;start
33288;290768089;31911022;IMP - IMPERMEABILIZAÇÃO DE ÁREA MOLHADA;31910958;IMP - IMPERMEABILIZAÇÃO DE SACADA/ LAJE TÉCNICA;end_at;start
33288;290768090;32631942;SHAFTS APTO;31910958;IMP - IMPERMEABILIZAÇÃO DE SACADA/ LAJE TÉCNICA;end_at;start
33288;290736373;31910958;IMP - IMPERMEABILIZAÇÃO DE SACADA/ LAJE TÉCNICA;31910959;TESTE DE IMPERMEABILIZAÇÃO LAJE TÉCNICA/SACADA;start_at;start
33288;290736374;31911015;TESTE DE IMPERMEABILIZAÇÃO LAJE TÉCNICA/SACADA;31910959;TESTE DE IMPERMEABILIZAÇÃO LAJE TÉCNICA/SACADA;end_at;start
33288;290736375;31910945;PORTA MADEIRA;31910963;TANQUE;end_at;start
33288;290736376;31911019;TANQUE;31910963;TANQUE;end_at;start
33288;290736378;31910945;PORTA MADEIRA;31910965;BANCADA WC;end_at;start
33288;290736379;31911021;BANCADA WC;31910965;BANCADA WC;end_at;start
33288;290736380;31911022;IMP - IMPERMEABILIZAÇÃO DE ÁREA MOLHADA;31910966;IMP - IMPERMEABILIZAÇÃO DE ÁREA MOLHADA;end_at;start
33288;290736381;31910958;IMP - IMPERMEABILIZAÇÃO DE SACADA/ LAJE TÉCNICA;31910966;IMP - IMPERMEABILIZAÇÃO DE ÁREA MOLHADA;start_at;start
33288;290736382;31910966;IMP - IMPERMEABILIZAÇÃO DE ÁREA MOLHADA;31910967;IMP - TESTE DE IMPERMEABILIZAÇÃO;start_at;start
33288;290736383;31911023;IMP - TESTE DE IMPERMEABILIZAÇÃO;31910967;IMP - TESTE DE IMPERMEABILIZAÇÃO;end_at;start
33288;290736384;31910993;PINT - PINTURA INTERNA 2ª DEMÃO;31910969;LIM - LIMPEZA FINAL;end_at;start
33288;290736385;31911025;LIM - LIMPEZA FINAL;31910969;LIM - LIMPEZA FINAL;end_at;start
33288;290736386;31910969;LIM - LIMPEZA FINAL;31910970;VIS - VISTORIA;end_at;start
33288;290736387;31911026;VIS - VISTORIA;31910970;VIS - VISTORIA;end_at;start
33288;290736388;31910947;RAMAL ESGOTO;31910971;CON - CONTRA PISO;start_at;start
33288;290736389;31911027;CON - CONTRA PISO;31910971;CON - CONTRA PISO;end_at;start
33288;290736390;31910991;ELE - MONTAGEM DOS QUADROS ELÉTRICOS;31910972;DES - DESENGROSSO;end_at;start
33288;290736391;31911028;DES - DESENGROSSO;31910972;DES - DESENGROSSO;end_at;start
33288;290736392;31910972;DES - DESENGROSSO;31910973;RCER - REVISÃO CERÂMICA;end_at;start
33288;290736393;31911029;RCER - REVISÃO CERÂMICA;31910973;RCER - REVISÃO CERÂMICA;end_at;start
33288;290736394;31910945;PORTA MADEIRA;31910975;LOU - LOUÇAS;end_at;start
33288;290736395;31911031;LOU - LOUÇAS;31910975;LOU - LOUÇAS;end_at;start
33288;290766948;31910990;PINT - PINTURA INTERNA 1ª DEMÃO;31910976;COBOGÓ LAJE TÉCNICA;start_at;start
33288;290736398;31910954;GAS - INFRA GÁS;31910978;SERR - CORRIMÃO E ESCADAS;start_at;start
33288;290736399;32631942;SHAFTS APTO;31910981;FOR - FORRO DE GESSO E SANCA;start_at;start
33288;308377340;31910986;PORTA DE CORRER;31910983;SANCA HALL;end_at;end
33288;290736402;31910945;PORTA MADEIRA;31910984;MAD - ALIZAR;start_at;start
33288;290736403;31911040;MAD - ALIZAR;31910984;MAD - ALIZAR;end_at;start
33288;290736404;31910972;DES - DESENGROSSO;31910985;TES - TESTE FUNCIONAL;start_at;start
33288;299131274;31910945;PORTA MADEIRA;31910986;PORTA DE CORRER;start_at;start
33288;290736407;31910944;CER - REVESTIMENTO CERÂMICO APTO;31910987;CER - PISO CERÂMICO/DIVIBOX/SOLEIRA APTO;start_at;start
33288;290736408;31910944;CER - REVESTIMENTO CERÂMICO APTO;31910988;CERÂMICA HALL;start_at;start
33288;290736409;31910945;PORTA MADEIRA;31910989;BANCADA COZINHA;end_at;start
33288;290736410;31911045;BANCADA COZINHA;31910989;BANCADA COZINHA;end_at;start
33288;290736411;31910964;SKIN COAT;31910990;PINT - PINTURA INTERNA 1ª DEMÃO;end_at;start
33288;290736412;31910990;PINT - PINTURA INTERNA 1ª DEMÃO;31910991;ELE - MONTAGEM DOS QUADROS ELÉTRICOS;end_at;start
33288;290736413;31910991;ELE - MONTAGEM DOS QUADROS ELÉTRICOS;31910992;ACABAMENTO ELÉTRICO;start_at;start
33288;290736414;31911048;ACABAMENTO ELÉTRICO;31910992;ACABAMENTO ELÉTRICO;end_at;start
33288;290736415;31910973;RCER - REVISÃO CERÂMICA;31910993;PINT - PINTURA INTERNA 2ª DEMÃO;end_at;start
33288;290736416;31911049;PINT - PINTURA INTERNA 2ª DEMÃO;31910993;PINT - PINTURA INTERNA 2ª DEMÃO;end_at;start
33288;290736417;31910969;LIM - LIMPEZA FINAL;31910994;MET - METAIS E ACESSÓRIOS;start_at;start
33288;290736418;31911050;MET - METAIS E ACESSÓRIOS;31910994;MET - METAIS E ACESSÓRIOS;end_at;start
33288;290736420;31910997;PRUMADA ESGOTO;31910996;PRUMADA PLUVIAL;start_at;start
33288;290736421;31911053;PRUMADA ESGOTO;31910997;PRUMADA ESGOTO;end_at;start
33288;290736422;31911011;REG - REGULARIZAÇÃO INTERNA;31910997;PRUMADA ESGOTO;end_at;start
33288;290736423;31910996;PRUMADA PLUVIAL;31910998;PRUMADA ÁGUA;start_at;start
33288;290736424;31910998;PRUMADA ÁGUA;31910999;KIT HIDRÁULICO;end_at;start
33288;290736425;31911055;KIT HIDRÁULICO;31910999;KIT HIDRÁULICO;end_at;start
33288;290785609;31911056;CER - REVESTIMENTO CERÂMICO APTO;31911000;CER - REVESTIMENTO CERÂMICO APTO;end_at;start
33288;290736427;31911057;PORTA MADEIRA;31911001;PORTA MADEIRA;end_at;start
33288;290736428;31911046;PINT - PINTURA INTERNA 1ª DEMÃO;31911001;PORTA MADEIRA;end_at;start
35103;316818216;33507436;EST - ESTRUTURA;33507386;EST - ESTRUTURA;end_at;start
35103;316817404;33507386;EST - ESTRUTURA;33507387;REGULARIZAÇÃO INTERNA;end_at;start
35103;316817405;33507437;REGULARIZAÇÃO INTERNA;33507387;REGULARIZAÇÃO INTERNA;end_at;start
35103;316819445;33507386;EST - ESTRUTURA;33507388;ELE - INFRA/ENFIAÇÃO ELÉTRICA;start_at;start
35103;316819446;33507438;ELE - INFRA/ENFIAÇÃO ELÉTRICA;33507388;ELE - INFRA/ENFIAÇÃO ELÉTRICA;end_at;start
35103;316818690;33507388;ELE - INFRA/ENFIAÇÃO ELÉTRICA;33507389;TESTE DE ENTUPIMENTO;end_at;start
35103;316818691;33507439;TESTE DE ENTUPIMENTO;33507389;TESTE DE ENTUPIMENTO;end_at;start
35103;316817328;33507387;REGULARIZAÇÃO INTERNA;33507390;PRUMADA ESGOTO;end_at;start
35103;316817329;33507440;PRUMADA ESGOTO;33507390;PRUMADA ESGOTO;end_at;start
35103;316820083;33507390;PRUMADA ESGOTO;33507391;PRUMADA PLUVIAL;start_at;start
35103;316820084;33507441;PRUMADA PLUVIAL;33507391;PRUMADA PLUVIAL;end_at;start
35103;316818362;33507390;PRUMADA ESGOTO;33507392;PRUMADA INCÊNDIO;end_at;start
35103;316818363;33507442;PRUMADA INCÊNDIO;33507392;PRUMADA INCÊNDIO;end_at;start
35103;316819807;33507387;REGULARIZAÇÃO INTERNA;33507393;ESTUQUEAMENTO BIANCO;end_at;start
35103;316819808;33507443;ESTUQUEAMENTO BIANCO;33507393;ESTUQUEAMENTO BIANCO;end_at;start
35103;316820267;33507393;ESTUQUEAMENTO BIANCO;33507394;ALV. BLOCO DE GESSO;end_at;start
35103;316820268;33507444;ALV. BLOCO DE GESSO;33507394;ALV. BLOCO DE GESSO;end_at;start
35103;316819755;33507394;ALV. BLOCO DE GESSO;33507395;IMPERMEABILIZAÇÃO DE VÃO;end_at;start
35103;316819756;33507445;IMPERMEABILIZAÇÃO DE VÃO;33507395;IMPERMEABILIZAÇÃO DE VÃO;end_at;start
35103;316818174;33507391;PRUMADA PLUVIAL;33507396;PRUMADA VENTILAÇÃO;start_at;start
35103;316818175;33507446;PRUMADA VENTILAÇÃO;33507396;PRUMADA VENTILAÇÃO;end_at;start
35103;316818291;33507394;ALV. BLOCO DE GESSO;33507397;INFRA GÁS;end_at;start
35103;316818292;33507447;INFRA GÁS;33507397;INFRA GÁS;end_at;start
35103;316820066;33507397;INFRA GÁS;33507398;SHAFT HALL;end_at;start
35103;316820067;33507448;SHAFT HALL;33507398;SHAFT HALL;end_at;start
35103;316817372;33507397;INFRA GÁS;33507399;CONTRAPISO;end_at;start
35103;316817373;33507449;CONTRAPISO;33507399;CONTRAPISO;end_at;start
35103;316818708;33507395;IMPERMEABILIZAÇÃO DE VÃO;33507400;PINGADEIRA;end_at;start
35103;316818709;33507450;PINGADEIRA;33507400;PINGADEIRA;end_at;start
35103;316819767;33507391;PRUMADA PLUVIAL;33507401;ARANHA DRENAGEM;end_at;start
35103;316819768;33507451;ARANHA DRENAGEM;33507401;ARANHA DRENAGEM;end_at;start
35103;316817466;33507390;PRUMADA ESGOTO;33507402;ARANHA ESGOTO;end_at;start
35103;316817467;33507452;ARANHA ESGOTO;33507402;ARANHA ESGOTO;end_at;start
35103;316819207;33507394;ALV. BLOCO DE GESSO;33507403;KIT HIDRÁULICO;end_at;start
35103;316819208;33507453;KIT HIDRÁULICO;33507403;KIT HIDRÁULICO;end_at;start
35103;316816871;33507400;PINGADEIRA;33507404;ESQUADRIA ALUMÍNIO;end_at;start
35103;316816872;33507454;ESQUADRIA ALUMÍNIO;33507404;ESQUADRIA ALUMÍNIO;end_at;start
35103;316818688;33507399;CONTRAPISO;33507405;GESSO LISO;end_at;start
35103;316818689;33507455;GESSO LISO;33507405;GESSO LISO;end_at;start
35103;316819612;33507405;GESSO LISO;33507406;IMPERMEABILIZAÇÃO DE ÁREA MOLHADA;end_at;start
35103;316819613;33507456;IMPERMEABILIZAÇÃO DE ÁREA MOLHADA;33507406;IMPERMEABILIZAÇÃO DE ÁREA MOLHADA;end_at;start
35103;316817213;33507406;IMPERMEABILIZAÇÃO DE ÁREA MOLHADA;33507407;IMPERMEABILIZAÇÃO SACADA/LAJE TÉCNICA;start_at;start
35103;316817214;33507457;IMPERMEABILIZAÇÃO SACADA/LAJE TÉCNICA;33507407;IMPERMEABILIZAÇÃO SACADA/LAJE TÉCNICA;end_at;start
35103;316817536;33507405;GESSO LISO;33507408;GESSO HALL;end_at;start
35103;316817537;33507458;GESSO HALL;33507408;GESSO HALL;end_at;start
35103;316817961;33507426;VASO SANITÁRIO;33507409;PINTURA 1ª DEMÃO;end_at;start
35103;316817962;33507459;PINTURA 1ª DEMÃO;33507409;PINTURA 1ª DEMÃO;end_at;start
35103;316819049;33507409;PINTURA 1ª DEMÃO;33507410;ACABAMENTO ELÉTRICO;end_at;start
35103;316819050;33507460;ACABAMENTO ELÉTRICO;33507410;ACABAMENTO ELÉTRICO;end_at;start
35103;316817955;33507410;ACABAMENTO ELÉTRICO;33507411;MONTAGEM DE QUADROS ELÉTRICOS;start_at;start
35103;316817956;33507461;MONTAGEM DE QUADROS ELÉTRICOS;33507411;MONTAGEM DE QUADROS ELÉTRICOS;end_at;start
35103;316817838;33507406;IMPERMEABILIZAÇÃO DE ÁREA MOLHADA;33507412;REVEST. CERÂMICO PAREDE;end_at;start
35103;316817839;33507462;REVEST. CERÂMICO PAREDE;33507412;REVEST. CERÂMICO PAREDE;end_at;start
35103;316819699;33507408;GESSO HALL;33507413;GESSO ESCADA;end_at;start
35103;316819700;33507463;GESSO ESCADA;33507413;GESSO ESCADA;end_at;start
35103;316818882;33507410;ACABAMENTO ELÉTRICO;33507414;TESTE FUNCIONAL;end_at;start
35103;316818883;33507464;TESTE FUNCIONAL;33507414;TESTE FUNCIONAL;end_at;start
35103;316817092;33507408;GESSO HALL;33507415;BATENTE PCF;end_at;start
35103;316817093;33507465;BATENTE PCF;33507415;BATENTE PCF;end_at;start
35103;316816887;33507428;DESENGROSSO;33507416;REVISÃO CERÂMICA;end_at;start
35103;316816888;33507466;REVISÃO CERÂMICA;33507416;REVISÃO CERÂMICA;end_at;start
35103;316820013;33507416;REVISÃO CERÂMICA;33507417;PINTURA 2ª DEMÃO;end_at;start
35103;316820014;33507467;PINTURA 2ª DEMÃO;33507417;PINTURA 2ª DEMÃO;end_at;start
35103;316820180;33507412;REVEST. CERÂMICO PAREDE;33507418;CERÂMICA HALL;end_at;start
35103;316820181;33507468;CERÂMICA HALL;33507418;CERÂMICA HALL;end_at;start
35103;316817312;33507429;FORRO DE GESSO E SANCA;33507419;REVEST. CERÂMICO PISO;end_at;start
35103;316817313;33507469;REVEST. CERÂMICO PISO;33507419;REVEST. CERÂMICO PISO;end_at;start
35103;316819300;33507419;REVEST. CERÂMICO PISO;33507420;BANCADA WC;end_at;start
35103;316819301;33507470;BANCADA WC;33507420;BANCADA WC;end_at;start
35103;316819103;33507413;GESSO ESCADA;33507421;SERR. - CORRIMÃO;end_at;start
35103;316819104;33507471;SERR. - CORRIMÃO;33507421;SERR. - CORRIMÃO;end_at;start
35103;316816990;33507412;REVEST. CERÂMICO PAREDE;33507422;INFRA CLIMATIZAÇÃO;end_at;start
35103;316816991;33507472;INFRA CLIMATIZAÇÃO;33507422;INFRA CLIMATIZAÇÃO;end_at;start
35103;316817116;33507419;REVEST. CERÂMICO PISO;33507423;BANCADA COZINHA;end_at;start
35103;316817117;33507473;BANCADA COZINHA;33507423;BANCADA COZINHA;end_at;start
35103;316818138;33507420;BANCADA WC;33507424;PORTA MADEIRA;end_at;start
35103;316818139;33507474;PORTA MADEIRA;33507424;PORTA MADEIRA;end_at;start
35103;316818263;33507424;PORTA MADEIRA;33507425;ALIZAR MAD.;start_at;start
35103;316818264;33507475;ALIZAR MAD.;33507425;ALIZAR MAD.;end_at;start
35103;316819551;33507424;PORTA MADEIRA;33507426;VASO SANITÁRIO;end_at;start
35103;316819552;33507476;VASO SANITÁRIO;33507426;VASO SANITÁRIO;end_at;start
35103;316819082;33507424;PORTA MADEIRA;33507427;TANQUE;end_at;start
35103;316819083;33507477;TANQUE;33507427;TANQUE;end_at;start
35103;316819222;33507414;TESTE FUNCIONAL;33507428;DESENGROSSO;start_at;start
35103;316819223;33507478;DESENGROSSO;33507428;DESENGROSSO;end_at;start
35103;316819361;33507422;INFRA CLIMATIZAÇÃO;33507429;FORRO DE GESSO E SANCA;end_at;start
35103;316819362;33507479;FORRO DE GESSO E SANCA;33507429;FORRO DE GESSO E SANCA;end_at;start
35103;316817558;33507418;CERÂMICA HALL;33507430;PORTA CORTA FOGO;end_at;start
35103;316817559;33507480;PORTA CORTA FOGO;33507430;PORTA CORTA FOGO;end_at;start
35103;316818451;33507430;PORTA CORTA FOGO;33507431;PORTA DE CORRER;start_at;start
35103;316818452;33507481;PORTA DE CORRER;33507431;PORTA DE CORRER;end_at;start
35103;316816949;33507419;REVEST. CERÂMICO PISO;33507432;SOLEIRA/DIVIBOX;start_at;start
35103;316816950;33507482;SOLEIRA/DIVIBOX;33507432;SOLEIRA/DIVIBOX;end_at;start
35103;316819614;33507417;PINTURA 2ª DEMÃO;33507433;METAIS E ACESSÓRIOS;end_at;start
35103;316819615;33507483;METAIS E ACESSÓRIOS;33507433;METAIS E ACESSÓRIOS;end_at;start
35103;316819832;33507433;METAIS E ACESSÓRIOS;33507434;LIMPEZA FINAL;start_at;start
35103;316819833;33507484;LIMPEZA FINAL;33507434;LIMPEZA FINAL;end_at;start
35103;316818154;33507434;LIMPEZA FINAL;33507435;VISTORIA;end_at;start
35103;316818155;33507485;VISTORIA;33507435;VISTORIA;end_at;start
35125;287025820;35935966;EST - ESTRUTURA;35935770;EST - ESTRUTURA;end_at;start
35125;310725568;35935967;ALV - ALVENARIA DE VEDAÇÃO (PERIFERIA);35935771;ALV - ALVENARIA DE VEDAÇÃO (PERIFERIA);end_at;start
35125;310725569;39923400;REG - REGULARIZAÇÃO DA ESTRUTURA;35935771;ALV - ALVENARIA DE VEDAÇÃO (PERIFERIA);start_at;start
35125;286257893;35935968;DRY - GUIA E MONTANTE;35935772;DRY - GUIA E MONTANTE;end_at;start
35125;286257894;35935776;PRU - PRUMADA ESGOTO;35935772;DRY - GUIA E MONTANTE;end_at;start
35125;287570111;35935969;HID - KIT HIDRÁULICO;35935773;HID - KIT HIDRÁULICO;end_at;start
35125;287570112;35935779;DRY - CHAPEAMENTO 01/02;35935773;HID - KIT HIDRÁULICO;end_at;start
35125;286202397;35935970;CON - CONTRA PISO ÁREA SECA;35935774;CON - CONTRA PISO ÁREA SECA;end_at;start
35125;286202398;35935771;ALV - ALVENARIA DE VEDAÇÃO (PERIFERIA);35935774;CON - CONTRA PISO ÁREA SECA;end_at;start
35125;287562628;35935770;EST - ESTRUTURA;35935775;EST - ESCORAMENTO;start_at;start
35125;287458195;35935972;PRU - PRUMADA ESGOTO;35935776;PRU - PRUMADA ESGOTO;end_at;start
35125;287458196;35935774;CON - CONTRA PISO ÁREA SECA;35935776;PRU - PRUMADA ESGOTO;end_at;start
